maxIterations,maxTabuCount,maxCandidates,solution,efficacy,executionTime
100,20,45,8395.11,0.11,0.57
100,25,40,9019.18,0.2,0.45
100,30,35,8625.1,0.14,0.42
100,12,52,8662.21,0.15,0.5
100,10,52,8878.63,0.18,0.57
100,7,52,9084.72,0.2,0.49
100,5,52,8418.01,0.12,0.45
100,3,52,8564.81,0.14,0.44
70,3,52,9486.07,0.26,0.3
50,3,52,10326.35,0.37,0.22
120,3,52,8755.77,0.16,0.52
150,3,52,7757.99,0.03,0.65
